#, Name, Team, G, Att, Yds, Yds/Att, TD, FUM, 2PM, Rush YPG,Division,,,,
4,Jackson Bender,ROYALL,10,237,1611,6.8,23,1,13,161.1,7,,,,
12,Owen Seffrood,BHAWK,10,190,1565,8.2,29,1,13,156.5,7,,,,
24,Owen Blakey,JC,12,212,1489,7,16,3,1,124.1,7,,,,
4,Bo Killian,WHTHA,10,213,1342,6.3,16,6,6,134.2,7,,,,
21,Andrew Nies,RRIDG,12,161,1299,8.1,19,3,1,108.2,7,,,,
3,Chris Kenesie,KSJ,13,160,1237,7.7,15,0,2,95.2,7,,,,
18,Joe Haas,POT/CS,13,132,1163,8.8,11,0,0,89.5,7,,,,
2,Jensen Rice,I-S,10,118,1160,9.8,16,0,0,116,7,,,,
6,Jack Pakala,HILB,11,227,1069,4.7,10,1,0,97.2,7,,,,
22,Wyatt Hilby,ITHACA,11,130,1066,8.2,17,0,1,96.9,7,,,,
9,Justin Bergmann,PepAlm,8,167,1052,6.3,15,0,12,131.5,7,,,,
88,Joseph Cairns,HILLS,9,108,1050,9.7,13,6,1,116.7,7,,,,
26,Zach Hellendrung,BOYCE,13,188,1047,5.6,25,3,4,80.5,7,,,,
24,Mitch McGee,GCITY,11,157,1035,6.6,10,0,1,94.1,7,,,,
2,Jojo Hernandez,KCL,8,166,1021,6.2,8,1,0,127.6,7,,,,
25,Eli Tucker,BANG,11,159,1017,6.4,10,1,0,92.5,7,,,,
6,Brody MacNeil,CRIV,10,191,1013,5.3,18,0,0,101.3,7,,,,
6,Will Hackel,EDGAR,14,127,1011,8,12,0,6,72.2,7,,,,
21,Maverick Butt,EDGAR,14,169,980,5.8,20,0,1,70,7,,,,
22,Bryce Flaker,PACEL,8,149,976,6.6,5,4,0,122,7,,,,
7,Jack Christensen,CASH,9,159,948,6,13,2,2,105.3,7,,,,
7,Tavian Shramek,B-T,10,137,943,6.9,17,2,0,94.3,7,,,,
6,Piercen Mahoney,BHAWK,10,100,932,9.3,10,0,6,93.2,7,,,,
32,Isaiah Groom,POT/CS,14,176,911,5.2,17,0,0,65.1,7,,,,
21,Ben Paul,RAND,10,158,908,5.7,16,1,6,90.8,7,,,,
12,Wade Lindahl,LOURD,12,189,849,4.5,10,4,3,70.8,7,,,,
5,Trevor Forster,SPVALL,11,170,841,4.9,14,2,2,76.5,7,,,,
7,River Sahr,POT/CS,13,102,817,8,10,1,3,62.8,7,,,,
21,Drew Reimer,RONC,10,157,813,5.2,5,0,0,81.3,7,,,,
35,Brock Stendahl,E-STR,10,166,812,4.9,5,0,5,81.2,7,,,,
34,Dawson Luther,PITTS,10,128,793,6.2,7,3,6,79.3,7,,,,
31,Tyler Buttera Weiss,KSJ,12,117,781,6.7,12,0,3,65.1,7,,,,
13,Caden Clark,HILLS,9,125,765,6.1,7,0,0,85,7,,,,
30,Carson Sime,WZK/SE,10,152,760,5,5,2,0,76,7,,,,
22,Reed Schmidtknecht,CO-FC,11,120,756,6.3,12,1,1,68.7,7,,,,
